tenure_months,monthly_charges,total_charges,num_services,senior_citizen,contract_type,internet_service,tech_support,payment_method,churned
57,36.51,2075.88,4,1,month-to-month,dsl,no,bank-transfer,0
19,118.82,2193.83,7,1,month-to-month,fiber,no,mailed-check,1
66,52.69,3389.14,5,0,month-to-month,dsl,yes,bank-transfer,0
32,28.84,912.95,7,1,month-to-month,fiber,no,bank-transfer,0
59,44.87,2539.01,7,0,month-to-month,dsl,yes,electronic-check,0
17,25.84,438.25,1,1,one-year,fiber,yes,bank-transfer,0
2,99.0,207.99,6,1,one-year,fiber,no,credit-card,0
3,71.26,209.26,2,0,one-year,dsl,no,credit-card,1
26,53.7,1520.58,6,1,month-to-month,none,yes,mailed-check,0
68,86.2,5531.0,6,0,month-to-month,fiber,no,electronic-check,0
3,83.06,246.66,2,1,month-to-month,none,no,credit-card,1
26,113.99,3024.01,1,0,two-year,fiber,yes,credit-card,0
7,116.13,819.94,3,0,month-to-month,fiber,yes,credit-card,1
67,88.07,6428.14,3,1,one-year,dsl,yes,mailed-check,0
48,101.78,4713.79,4,1,month-to-month,fiber,yes,mailed-check,1
54,99.24,5227.81,1,0,two-year,fiber,yes,bank-transfer,0
51,69.13,3593.1,1,1,month-to-month,fiber,yes,mailed-check,1
47,90.45,4333.08,4,1,month-to-month,dsl,yes,credit-card,0
55,27.83,1618.64,6,1,two-year,dsl,no,mailed-check,0
0,95.8,101.44,3,1,month-to-month,dsl,yes,mailed-check,0
62,116.18,6498.51,3,0,one-year,dsl,yes,credit-card,0
53,28.5,1590.31,2,1,month-to-month,fiber,no,mailed-check,1
53,103.61,5730.61,2,1,two-year,none,yes,electronic-check,0
28,113.3,3226.82,3,1,one-year,dsl,yes,credit-card,0
57,42.62,2340.42,2,1,month-to-month,dsl,no,mailed-check,0
27,72.48,2116.28,3,1,two-year,dsl,no,bank-transfer,1
3,112.79,354.49,2,1,one-year,dsl,no,bank-transfer,1
65,116.02,7175.23,5,1,one-year,fiber,no,electronic-check,0
16,32.79,504.2,3,1,month-to-month,dsl,no,electronic-check,0
7,54.9,400.48,6,1,month-to-month,none,yes,credit-card,0
44,89.81,4281.72,5,1,one-year,none,yes,electronic-check,0
16,42.16,673.28,5,0,month-to-month,fiber,no,mailed-check,1
61,52.48,3444.06,5,0,two-year,none,yes,credit-card,0
31,22.33,675.91,7,1,month-to-month,fiber,no,electronic-check,0
0,35.35,34.61,2,0,one-year,none,yes,bank-transfer,0
68,76.23,5376.41,7,1,month-to-month,dsl,yes,electronic-check,0
37,85.31,2872.73,2,1,one-year,none,no,bank-transfer,0
18,84.89,1417.67,1,0,month-to-month,dsl,no,bank-transfer,0
48,97.84,4910.87,6,0,month-to-month,dsl,no,electronic-check,0
38,61.53,2217.53,7,0,month-to-month,none,yes,mailed-check,0
2,47.35,88.55,1,0,one-year,dsl,yes,bank-transfer,0
54,21.56,1068.55,5,1,month-to-month,dsl,no,credit-card,0
28,40.66,1075.83,4,1,one-year,dsl,yes,bank-transfer,0
50,51.24,2434.14,2,0,month-to-month,dsl,no,bank-transfer,0
64,37.82,2343.59,4,0,one-year,dsl,no,mailed-check,0
43,22.01,1029.4,5,0,one-year,fiber,yes,electronic-check,0
48,35.74,1765.14,5,1,month-to-month,fiber,yes,credit-card,0
18,86.61,1619.25,4,1,month-to-month,fiber,no,credit-card,1
17,82.96,1306.73,7,0,month-to-month,dsl,yes,electronic-check,0
29,113.57,3091.09,2,1,one-year,fiber,yes,mailed-check,0
61,99.82,6574.52,5,0,two-year,fiber,no,mailed-check,0
37,76.78,2917.17,3,1,month-to-month,fiber,yes,electronic-check,0
25,33.76,896.27,7,0,one-year,fiber,no,credit-card,0
56,76.41,4156.98,2,1,one-year,none,yes,electronic-check,0
61,26.16,1620.4,7,1,one-year,dsl,yes,electronic-check,0
64,63.09,4039.54,5,0,month-to-month,fiber,no,mailed-check,0
21,59.03,1166.59,2,1,two-year,none,yes,credit-card,0
51,62.78,3409.75,6,1,month-to-month,fiber,no,electronic-check,0
42,47.98,1948.16,2,0,two-year,dsl,yes,mailed-check,0
32,88.58,2815.79,2,0,month-to-month,fiber,no,bank-transfer,0
28,104.09,2700.59,3,0,two-year,fiber,no,electronic-check,1
8,96.85,796.24,5,1,two-year,dsl,no,electronic-check,0
19,82.78,1664.4,3,0,two-year,fiber,no,electronic-check,0
39,73.83,2827.76,4,0,month-to-month,fiber,yes,electronic-check,0
63,23.11,1595.16,4,1,two-year,fiber,yes,mailed-check,0
62,92.29,5444.56,2,1,month-to-month,dsl,no,credit-card,0
13,74.5,1040.77,2,1,one-year,fiber,no,credit-card,1
48,47.07,2359.32,3,0,month-to-month,fiber,no,bank-transfer,0
6,52.78,343.74,2,1,one-year,fiber,no,credit-card,0
48,113.56,5713.23,7,0,month-to-month,fiber,yes,electronic-check,0
24,82.44,1976.52,3,0,month-to-month,fiber,yes,bank-transfer,1
32,67.59,2125.45,3,1,month-to-month,none,yes,mailed-check,0
51,82.09,4462.4,5,1,month-to-month,fiber,no,electronic-check,0
30,61.37,1966.43,6,1,month-to-month,fiber,yes,bank-transfer,0
58,67.02,3956.28,5,0,two-year,fiber,yes,mailed-check,0
38,49.03,1938.46,4,1,one-year,dsl,no,credit-card,0
71,63.99,4509.54,7,0,one-year,fiber,no,mailed-check,0
45,88.56,3760.73,7,0,two-year,dsl,no,mailed-check,0
21,23.99,458.45,2,0,month-to-month,fiber,no,electronic-check,0
55,99.5,5640.73,2,1,month-to-month,dsl,no,mailed-check,0
29,48.3,1448.1,3,0,month-to-month,fiber,yes,electronic-check,0
38,88.26,3464.73,6,1,month-to-month,fiber,no,bank-transfer,0
9,84.27,767.9,7,0,one-year,fiber,no,mailed-check,0
8,85.26,660.58,5,1,one-year,fiber,no,mailed-check,0
41,80.81,3142.27,5,1,one-year,dsl,no,mailed-check,0
13,115.91,1375.95,2,1,one-year,dsl,yes,credit-card,1
71,70.83,4674.9,5,0,month-to-month,fiber,no,bank-transfer,0
61,93.23,5832.96,2,0,one-year,none,yes,credit-card,0
50,90.54,4769.71,4,1,month-to-month,none,yes,mailed-check,1
52,43.63,2453.72,2,0,two-year,none,no,mailed-check,0
42,48.33,1860.94,1,1,month-to-month,dsl,yes,electronic-check,0
4,62.4,265.28,7,0,month-to-month,dsl,yes,bank-transfer,0
28,47.77,1363.62,7,1,month-to-month,fiber,no,electronic-check,0
35,56.67,1904.63,5,0,month-to-month,fiber,yes,credit-card,0
65,59.1,4014.98,5,0,month-to-month,fiber,no,bank-transfer,0
15,80.39,1323.87,2,0,month-to-month,fiber,yes,mailed-check,1
35,41.99,1434.21,5,1,one-year,fiber,no,bank-transfer,0
24,100.43,2471.75,6,1,two-year,fiber,no,credit-card,1
9,63.75,546.31,4,0,month-to-month,none,no,electronic-check,0
7,90.62,596.92,2,0,month-to-month,dsl,no,bank-transfer,1
26,28.14,680.3,3,0,two-year,fiber,no,credit-card,0
5,67.0,303.65,6,1,month-to-month,fiber,yes,bank-transfer,1
4,22.82,95.37,2,0,two-year,dsl,yes,bank-transfer,0
25,87.59,2034.7,7,0,month-to-month,none,no,bank-transfer,1
14,54.37,788.02,6,1,month-to-month,none,no,electronic-check,0
39,114.93,4813.61,7,1,month-to-month,fiber,no,credit-card,1
1,52.41,56.04,4,1,month-to-month,dsl,no,mailed-check,1
21,76.38,1539.49,2,1,one-year,dsl,no,mailed-check,0
32,45.74,1353.73,1,1,two-year,fiber,yes,credit-card,0
69,82.01,5594.25,4,1,month-to-month,dsl,yes,electronic-check,0
45,66.7,2810.18,3,1,two-year,dsl,no,mailed-check,0
63,57.06,3503.84,1,1,month-to-month,fiber,no,bank-transfer,0
24,40.37,982.22,7,1,month-to-month,dsl,no,electronic-check,0
32,31.15,1025.58,7,0,two-year,fiber,no,bank-transfer,0
30,31.99,905.64,3,1,two-year,fiber,yes,bank-transfer,0
63,119.9,7141.72,5,1,month-to-month,dsl,no,mailed-check,0
69,61.23,4534.1,3,1,month-to-month,fiber,no,electronic-check,0
69,20.19,1517.07,4,1,month-to-month,dsl,no,mailed-check,0
54,115.29,6403.02,5,0,month-to-month,dsl,no,credit-card,0
36,22.0,801.0,3,0,one-year,fiber,no,bank-transfer,0
38,61.86,2425.0,6,1,month-to-month,fiber,no,credit-card,0
70,91.75,5945.46,2,1,one-year,dsl,yes,bank-transfer,0
20,111.46,2406.22,5,1,month-to-month,fiber,yes,credit-card,1
24,91.29,2063.27,7,1,month-to-month,dsl,yes,credit-card,0
64,66.36,4391.17,6,1,month-to-month,fiber,no,bank-transfer,0
27,117.44,2994.56,1,0,month-to-month,dsl,no,mailed-check,1
16,23.93,398.64,1,0,one-year,fiber,no,bank-transfer,0
40,118.69,4988.24,5,1,two-year,fiber,no,credit-card,1
23,104.94,2529.98,7,0,two-year,dsl,yes,mailed-check,0
64,112.89,7121.93,6,0,one-year,fiber,no,mailed-check,1
65,45.48,3019.48,7,1,month-to-month,fiber,yes,credit-card,0
22,34.25,768.27,2,1,two-year,dsl,no,bank-transfer,0
38,86.33,3425.09,4,0,two-year,fiber,yes,electronic-check,0
70,71.59,5010.3,6,0,two-year,fiber,no,mailed-check,0
53,72.32,3838.55,5,0,month-to-month,dsl,no,mailed-check,0
15,112.46,1749.12,6,0,month-to-month,none,no,mailed-check,1
42,82.01,3217.19,2,1,one-year,fiber,no,credit-card,0
44,51.11,2317.42,4,0,month-to-month,fiber,no,credit-card,0
47,60.01,2622.04,4,1,month-to-month,none,no,credit-card,1
1,33.35,34.85,7,0,month-to-month,none,yes,bank-transfer,1
21,39.23,805.53,2,1,one-year,fiber,yes,bank-transfer,0
61,34.34,2237.01,3,0,month-to-month,fiber,yes,bank-transfer,0
17,101.03,1576.13,1,1,one-year,dsl,yes,mailed-check,0
21,90.49,1885.29,2,1,one-year,dsl,yes,electronic-check,1
23,73.03,1567.9,7,0,month-to-month,none,no,electronic-check,1
12,57.44,740.13,6,0,month-to-month,dsl,no,bank-transfer,1
11,86.85,883.75,2,0,two-year,fiber,yes,bank-transfer,0
24,101.29,2423.76,5,0,month-to-month,dsl,no,mailed-check,1
62,108.12,6174.21,5,1,month-to-month,dsl,no,electronic-check,0
0,74.7,79.15,7,1,month-to-month,dsl,yes,electronic-check,1
20,101.99,1950.88,3,0,month-to-month,fiber,no,mailed-check,1
4,71.13,289.87,7,0,one-year,dsl,no,credit-card,0
40,67.45,2520.01,3,1,month-to-month,dsl,no,mailed-check,1
18,106.54,1860.8,6,1,two-year,none,no,credit-card,0
57,58.64,3084.24,3,1,month-to-month,fiber,yes,credit-card,0
42,59.59,2528.22,5,1,two-year,fiber,yes,credit-card,1
56,50.49,2546.65,3,1,one-year,dsl,no,credit-card,0
45,71.87,3553.08,6,1,month-to-month,dsl,yes,electronic-check,0
31,74.49,2270.52,5,1,one-year,fiber,no,credit-card,0
61,86.05,5384.94,3,0,month-to-month,dsl,yes,credit-card,0
34,63.05,2052.28,7,1,two-year,fiber,no,credit-card,0
68,41.78,2700.83,5,0,one-year,none,yes,electronic-check,0
71,106.68,8098.62,4,1,month-to-month,dsl,no,mailed-check,0
42,54.6,2411.61,1,1,month-to-month,none,no,bank-transfer,0
48,112.29,5544.39,7,0,two-year,dsl,no,electronic-check,1
18,40.74,770.32,6,0,one-year,dsl,yes,credit-card,0
58,76.01,4122.3,5,0,month-to-month,dsl,no,mailed-check,0
48,73.66,3842.64,6,1,month-to-month,none,no,electronic-check,0
64,102.86,6523.46,5,0,month-to-month,fiber,no,mailed-check,1
19,33.89,691.39,2,0,one-year,fiber,no,mailed-check,0
56,110.99,6508.88,2,1,one-year,dsl,no,bank-transfer,0
33,73.14,2310.28,1,1,two-year,none,no,bank-transfer,0
13,78.61,1036.1,1,0,one-year,fiber,no,mailed-check,0
12,71.02,931.78,6,0,one-year,fiber,no,bank-transfer,0
40,23.6,856.6,6,1,month-to-month,fiber,no,credit-card,0
23,69.71,1579.76,2,1,one-year,fiber,yes,mailed-check,0
7,46.35,332.27,5,1,month-to-month,fiber,no,mailed-check,0
30,54.27,1575.97,1,0,two-year,dsl,no,electronic-check,1
47,84.91,3845.44,3,0,month-to-month,none,yes,mailed-check,0
22,69.77,1611.29,6,0,one-year,dsl,no,mailed-check,0
68,29.32,2159.77,6,1,two-year,none,yes,credit-card,0
56,27.3,1540.31,7,0,one-year,dsl,no,electronic-check,0
36,38.57,1512.99,3,0,month-to-month,dsl,no,bank-transfer,0
67,39.09,2410.18,7,0,one-year,dsl,yes,credit-card,0
31,80.83,2369.15,6,0,month-to-month,fiber,yes,mailed-check,0
10,37.78,346.65,3,1,month-to-month,dsl,no,electronic-check,0
2,108.17,213.55,3,0,one-year,fiber,yes,bank-transfer,1
67,40.98,2815.24,1,1,two-year,fiber,yes,bank-transfer,0
69,29.11,1888.26,7,0,month-to-month,dsl,no,bank-transfer,0
53,107.57,5642.53,2,0,two-year,fiber,yes,credit-card,0
7,49.53,359.5,2,1,month-to-month,fiber,no,electronic-check,1
21,62.54,1349.98,3,1,two-year,none,yes,electronic-check,0
2,115.9,237.79,1,1,one-year,dsl,yes,mailed-check,1
3,114.44,350.6,6,0,two-year,none,yes,bank-transfer,0
17,91.49,1706.7,5,1,two-year,dsl,no,credit-card,0
41,26.89,1149.66,2,0,two-year,fiber,no,bank-transfer,0
4,79.33,343.19,2,1,one-year,fiber,yes,electronic-check,1
70,118.91,9075.71,1,0,month-to-month,fiber,no,credit-card,0
32,114.69,3934.09,7,1,month-to-month,dsl,no,mailed-check,1
18,30.6,506.2,4,0,one-year,fiber,no,credit-card,1
37,59.6,2218.1,5,1,month-to-month,dsl,yes,mailed-check,0
56,51.55,2818.39,2,0,two-year,dsl,yes,credit-card,0
22,32.97,666.89,2,1,month-to-month,dsl,no,bank-transfer,0
3,89.48,271.89,4,1,two-year,fiber,no,bank-transfer,0
3,47.38,133.98,2,0,month-to-month,dsl,no,credit-card,0
61,54.49,3378.23,5,0,two-year,fiber,no,electronic-check,0
8,29.04,247.07,7,1,two-year,none,no,mailed-check,0
45,69.8,3074.31,3,1,month-to-month,fiber,no,electronic-check,1
27,35.82,1054.15,5,1,one-year,fiber,no,credit-card,0
55,63.21,3661.83,7,1,month-to-month,fiber,no,credit-card,0
4,34.33,145.68,7,0,two-year,dsl,yes,credit-card,0
64,115.38,6811.73,1,0,two-year,fiber,no,electronic-check,0
50,34.5,1877.45,1,0,month-to-month,dsl,yes,mailed-check,0
32,72.19,2095.03,7,0,month-to-month,dsl,no,mailed-check,1
14,39.7,594.03,7,0,month-to-month,dsl,no,credit-card,0
70,27.64,1752.79,3,1,month-to-month,fiber,no,credit-card,0
21,40.23,787.8,4,0,two-year,dsl,yes,credit-card,0
35,25.48,858.86,5,0,month-to-month,dsl,no,credit-card,0
28,33.94,995.51,5,1,two-year,none,yes,credit-card,0
16,69.35,1198.24,6,1,two-year,dsl,yes,mailed-check,1
29,85.18,2552.48,3,0,two-year,fiber,no,bank-transfer,0
10,28.73,300.39,7,1,one-year,fiber,yes,bank-transfer,0
0,64.1,61.4,1,1,month-to-month,fiber,no,electronic-check,1
20,78.12,1710.95,1,1,two-year,dsl,no,credit-card,0
8,43.42,340.95,7,1,one-year,dsl,no,electronic-check,0
29,57.21,1796.1,2,1,two-year,fiber,no,credit-card,0
62,27.18,1779.28,7,0,month-to-month,fiber,yes,mailed-check,0
11,42.01,449.84,3,1,month-to-month,dsl,no,electronic-check,0
0,66.68,64.59,3,1,two-year,dsl,yes,bank-transfer,1
7,119.04,863.19,1,1,two-year,fiber,no,mailed-check,0
36,119.63,4686.07,7,1,month-to-month,dsl,no,mailed-check,1
19,117.96,2318.49,3,1,one-year,fiber,no,credit-card,1
35,62.31,2336.75,2,1,month-to-month,fiber,no,bank-transfer,0
2,28.07,61.38,4,0,one-year,fiber,no,bank-transfer,0
23,52.36,1163.34,2,0,month-to-month,fiber,no,credit-card,0
29,43.77,1279.1,6,0,month-to-month,fiber,no,credit-card,0
31,21.41,678.19,1,1,month-to-month,none,yes,electronic-check,0
39,29.52,1086.16,4,1,month-to-month,fiber,yes,mailed-check,0
56,65.32,3875.6,3,0,month-to-month,fiber,no,credit-card,0
33,53.97,1696.15,1,0,month-to-month,fiber,yes,credit-card,0
60,38.04,2376.83,1,0,month-to-month,fiber,no,electronic-check,1
38,91.61,3497.77,4,0,one-year,dsl,no,electronic-check,0
18,55.71,1070.3,3,0,one-year,none,no,mailed-check,0
16,105.19,1686.93,1,0,one-year,none,yes,bank-transfer,0
23,44.1,1031.88,1,0,month-to-month,dsl,yes,credit-card,0
43,73.84,2972.59,6,1,month-to-month,fiber,yes,mailed-check,0
17,38.41,693.22,6,1,two-year,fiber,yes,electronic-check,0
65,69.53,4430.98,5,1,two-year,none,yes,bank-transfer,0
34,35.25,1217.61,6,0,two-year,fiber,no,electronic-check,0
62,36.16,2397.09,1,1,two-year,dsl,yes,bank-transfer,0
49,81.22,3963.37,5,1,one-year,fiber,no,credit-card,0
24,46.38,1062.91,6,1,two-year,dsl,no,bank-transfer,0
16,37.24,567.88,2,0,month-to-month,fiber,yes,credit-card,0
53,112.98,6067.37,4,1,one-year,fiber,no,bank-transfer,1
23,24.3,535.56,6,1,two-year,fiber,yes,credit-card,0
17,76.51,1258.67,5,1,one-year,dsl,no,credit-card,0
66,74.83,4676.83,2,0,month-to-month,fiber,no,electronic-check,1
34,45.06,1515.58,5,1,month-to-month,fiber,no,bank-transfer,1
3,65.28,194.51,6,1,month-to-month,dsl,yes,mailed-check,0
35,28.77,1012.17,1,0,month-to-month,dsl,yes,electronic-check,0
33,92.13,3096.75,4,1,two-year,dsl,yes,electronic-check,0
62,42.17,2660.51,4,1,one-year,none,no,electronic-check,0
51,39.34,1953.07,3,0,month-to-month,fiber,yes,electronic-check,0
13,51.49,723.01,1,1,one-year,fiber,no,electronic-check,0
10,110.24,1104.97,1,1,month-to-month,fiber,yes,credit-card,1
43,99.65,4569.57,6,0,one-year,fiber,yes,mailed-check,0
3,114.69,348.02,6,0,month-to-month,fiber,no,electronic-check,1
22,85.2,1825.9,3,1,month-to-month,dsl,yes,mailed-check,0
9,86.29,813.68,7,1,one-year,dsl,no,bank-transfer,0
1,68.0,63.61,7,0,one-year,dsl,no,bank-transfer,0
66,110.52,7979.52,5,1,one-year,fiber,no,electronic-check,0
6,71.09,432.71,5,0,month-to-month,fiber,no,electronic-check,0
0,55.51,51.12,7,0,one-year,fiber,yes,bank-transfer,0
67,84.04,5542.12,5,1,month-to-month,fiber,no,credit-card,1
13,74.61,1011.16,7,0,month-to-month,fiber,no,electronic-check,0
58,32.4,1716.88,7,1,one-year,none,no,credit-card,0
2,59.27,112.88,2,0,one-year,fiber,yes,electronic-check,0
11,51.33,612.55,5,1,two-year,dsl,yes,mailed-check,0
7,104.68,711.69,6,1,month-to-month,dsl,no,electronic-check,1
50,57.88,2696.72,6,0,two-year,fiber,no,mailed-check,0
44,102.16,4133.98,3,1,month-to-month,fiber,yes,credit-card,1
34,64.24,2236.17,7,0,one-year,fiber,yes,electronic-check,0
17,95.35,1639.8,4,0,two-year,dsl,yes,bank-transfer,0
6,33.53,207.12,3,0,one-year,fiber,no,mailed-check,0
40,112.47,4910.92,2,0,two-year,fiber,yes,bank-transfer,0
16,68.06,993.16,3,0,two-year,dsl,no,electronic-check,0
42,45.98,1814.39,7,0,month-to-month,fiber,yes,mailed-check,0
49,44.15,2048.18,6,1,two-year,fiber,no,credit-card,0
61,46.51,2795.74,6,1,two-year,dsl,yes,bank-transfer,0
35,56.67,1833.11,7,1,month-to-month,dsl,yes,credit-card,0
0,91.75,90.1,2,0,month-to-month,fiber,yes,bank-transfer,1
20,114.96,2444.6,5,0,month-to-month,fiber,yes,electronic-check,1
61,86.9,4944.32,3,0,two-year,dsl,no,mailed-check,0
38,74.72,3075.92,6,1,two-year,fiber,no,credit-card,0
44,64.86,3088.57,3,1,two-year,fiber,yes,bank-transfer,0
32,102.82,3298.79,6,0,month-to-month,dsl,no,bank-transfer,1
11,104.97,1237.84,6,0,month-to-month,fiber,yes,credit-card,0
64,49.3,3288.67,6,0,month-to-month,fiber,yes,electronic-check,0
55,115.34,6161.94,7,1,month-to-month,dsl,yes,credit-card,0
71,59.51,4277.39,6,0,month-to-month,dsl,no,electronic-check,1
61,100.01,5632.84,3,0,month-to-month,dsl,no,credit-card,0
20,116.68,2331.62,4,1,month-to-month,fiber,yes,credit-card,0
18,90.37,1734.01,4,0,month-to-month,fiber,no,mailed-check,1
17,36.16,625.2,1,1,one-year,fiber,yes,mailed-check,1
66,78.61,5065.85,5,1,month-to-month,none,yes,electronic-check,0
40,31.88,1316.91,4,1,month-to-month,dsl,no,mailed-check,1
32,98.91,3466.98,3,0,one-year,fiber,no,electronic-check,0
69,48.13,3033.69,1,1,two-year,fiber,no,bank-transfer,0
43,89.52,3718.76,4,0,one-year,fiber,yes,electronic-check,0
65,111.01,6719.13,5,1,one-year,none,yes,credit-card,1
70,38.1,2910.74,1,1,one-year,fiber,no,mailed-check,0
5,59.29,299.17,5,1,one-year,fiber,no,credit-card,0
26,84.71,2039.33,2,1,one-year,none,no,mailed-check,0
52,61.97,3294.73,2,1,month-to-month,none,yes,credit-card,0
58,37.48,2174.02,3,1,one-year,none,no,bank-transfer,0
10,22.91,208.91,3,0,month-to-month,dsl,yes,credit-card,0
22,60.66,1431.81,7,0,month-to-month,dsl,no,bank-transfer,0
39,84.92,3450.45,1,0,month-to-month,fiber,no,mailed-check,0
57,77.4,3975.24,3,0,month-to-month,fiber,yes,bank-transfer,0
8,35.62,311.16,6,1,month-to-month,dsl,no,electronic-check,0
43,65.07,2607.34,2,0,one-year,dsl,no,credit-card,0
21,56.95,1076.42,7,0,month-to-month,fiber,no,bank-transfer,0
15,47.42,700.95,6,1,month-to-month,dsl,no,electronic-check,0
37,92.93,3191.38,7,0,month-to-month,fiber,no,electronic-check,1
29,50.97,1498.87,7,1,month-to-month,dsl,yes,electronic-check,0
45,74.01,3204.85,1,1,one-year,fiber,yes,bank-transfer,0
22,112.32,2315.45,4,1,month-to-month,dsl,no,bank-transfer,1
59,73.93,4785.27,6,1,month-to-month,fiber,yes,electronic-check,0
5,81.7,394.83,1,1,month-to-month,fiber,no,bank-transfer,1
62,27.32,1664.95,4,0,month-to-month,dsl,yes,mailed-check,0
2,37.81,72.51,5,0,month-to-month,fiber,yes,mailed-check,1
52,30.1,1670.69,6,0,month-to-month,fiber,yes,bank-transfer,0
24,96.48,2175.1,3,1,one-year,fiber,no,credit-card,0
27,103.59,2588.65,7,1,two-year,dsl,no,credit-card,0
1,38.65,41.6,5,0,one-year,fiber,no,electronic-check,1
50,41.93,1963.73,1,0,month-to-month,dsl,yes,credit-card,0
11,52.32,616.72,2,0,month-to-month,fiber,no,bank-transfer,1
47,79.11,3776.31,7,0,one-year,fiber,no,electronic-check,0
52,82.18,4549.74,1,1,month-to-month,fiber,yes,credit-card,1
60,88.68,4863.38,1,0,two-year,dsl,no,mailed-check,0
50,110.52,6038.39,3,1,month-to-month,dsl,no,mailed-check,0
21,49.5,997.87,7,0,month-to-month,dsl,yes,credit-card,0
53,85.88,4149.85,5,0,month-to-month,fiber,yes,bank-transfer,1
59,75.97,4719.69,2,1,two-year,fiber,no,electronic-check,0
22,50.58,1041.2,3,0,two-year,fiber,no,electronic-check,0
8,110.74,859.54,7,0,two-year,dsl,no,credit-card,0
64,29.55,1927.0,2,1,month-to-month,dsl,no,mailed-check,0
10,91.2,833.32,5,0,one-year,fiber,yes,electronic-check,0
42,92.79,3664.86,4,0,month-to-month,fiber,yes,electronic-check,0
17,111.53,1891.87,6,0,month-to-month,fiber,no,credit-card,1
9,71.86,636.64,6,1,one-year,dsl,yes,bank-transfer,0
55,52.16,2901.83,6,1,two-year,dsl,yes,bank-transfer,0
10,102.77,1074.69,1,1,month-to-month,dsl,yes,bank-transfer,1
48,97.08,4522.83,4,0,month-to-month,fiber,no,mailed-check,0
49,70.03,3365.86,5,0,month-to-month,fiber,yes,credit-card,1
4,96.79,369.54,3,0,month-to-month,dsl,yes,bank-transfer,1
12,46.79,543.48,5,0,month-to-month,dsl,no,bank-transfer,0
57,78.95,4096.06,5,1,two-year,fiber,yes,credit-card,0
36,106.52,3896.17,3,0,month-to-month,dsl,no,electronic-check,0
8,51.8,387.28,1,1,one-year,fiber,yes,mailed-check,0
71,68.35,5062.77,7,1,month-to-month,dsl,no,credit-card,0
19,115.1,1986.66,6,1,month-to-month,dsl,yes,electronic-check,1
0,99.82,91.03,7,0,month-to-month,dsl,yes,mailed-check,1
66,108.7,6865.26,3,0,month-to-month,none,yes,electronic-check,0
1,58.52,57.8,3,1,month-to-month,dsl,no,bank-transfer,0
39,119.65,4847.04,3,1,one-year,dsl,no,credit-card,0
71,35.26,2599.68,1,0,two-year,fiber,yes,mailed-check,0
41,71.88,3226.1,2,0,month-to-month,dsl,yes,bank-transfer,0
42,67.93,2768.41,3,1,one-year,dsl,yes,credit-card,0
27,99.84,2458.11,7,1,two-year,dsl,yes,credit-card,0
9,110.86,1069.83,2,0,month-to-month,fiber,yes,credit-card,1
41,93.11,3993.6,4,1,two-year,fiber,no,mailed-check,1
64,82.68,4834.46,4,0,two-year,fiber,yes,electronic-check,0
6,62.74,345.07,3,1,two-year,fiber,no,bank-transfer,0
63,71.03,4453.98,7,1,one-year,fiber,yes,bank-transfer,0
29,70.93,1991.82,1,0,one-year,dsl,no,mailed-check,0
38,22.04,853.66,7,1,month-to-month,fiber,no,bank-transfer,0
